IDEGAR;DEPLOYMENTAREA;WORKER_TYPE;GO LIVE DATE;SQUAD;CLUSTER;ENVIRONMENT;NAMESPACE;COMPONENT_NAME;INGRESS_CLASS;DRTYPE;ACTIVE_AZ;ACTIVATION_DATE;TECHNOLOGY;VERSION;CHART;CPU LIMIT;CPU REQUEST;MEMORY LIMIT;MEMORY REQUEST;STORAGE;REPLICAS;COMPONENT_TYPE;#ACCOUNTING PODS TYPE;#JOBS PODS TYPE;#PODS;#BUILDS OK BETWEEN 01/09/2021 and 30/09/2021;#BUILDS KO BETWEEN 01/09/2021 and 30/09/2021;#DEPLOYS OK BETWEEN 01/09/2021 and 30/09/2021;#DEPLOYS KO BETWEEN 01/09/2021 and 30/09/2021;#TOTAL_BUILDS OK;#TOTAL_BUILDS KO;#TOTAL_DEPLOYS OK;#TOTAL_DEPLOYS KO;COMPANY;DEACTIVATION_DATE;SUPPORT_TYPE;PLATFORM
EXTLGN;Internet;ALL;31/05/2020;SQUAD 4;icp02-pre;pre;cxb-extlgn-pre;EXTLGN;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;3;0;5;0;8;2;11;0;Caixabank;;NO-STANDARD;ICP
EXTLGN;Internet;ALL;31/05/2020;SQUAD 4;icp01-pro;pro;cxb-extlgn-pro;EXTLGN;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;1;1;3;0;5;0;8;2;11;0;Caixabank;;NO-STANDARD;ICP
EXTLGN;Internet;ALL;31/05/2020;SQUAD 4;icp02-pro;pro;cxb-extlgn-pro;EXTLGN;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;3;0;5;0;8;2;11;0;Caixabank;;NO-STANDARD;ICP
EXTMIN;Internet;ALL;15/06/2020;SQUAD 4;icp01-pre;pre;cxb-extmin-pre;EXTMIN;INTERNET;AA;AZ1;26/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;0;0;0;2;0;1;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMIN;Internet;ALL;15/06/2020;SQUAD 4;icp02-pre;pre;cxb-extmin-pre;EXTMIN;INTERNET;AA;AZ1;26/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;2;0;1;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMIN;Internet;ALL;15/06/2020;SQUAD 4;icp01-pro;pro;cxb-extmin-pro;EXTMIN;INTERNET;AA;AZ1;26/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;2;0;1;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMIN;Internet;ALL;15/06/2020;SQUAD 4;icp02-pro;pro;cxb-extmin-pro;EXTMIN;INTERNET;AA;AZ1;26/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;2;0;1;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMKT;Internet;ALL;30/06/2020;SQUAD 4;icp01-pre;pre;cxb-extmkt-pre;EXTMKT;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMKT;Internet;ALL;30/06/2020;SQUAD 4;icp02-pre;pre;cxb-extmkt-pre;EXTMKT;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMKT;Internet;ALL;30/06/2020;SQUAD 4;icp01-pro;pro;cxb-extmkt-pro;EXTMKT;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMKT;Internet;ALL;30/06/2020;SQUAD 4;icp02-pro;pro;cxb-extmkt-pro;EXTMKT;INTERNET;AA;AZ1;30/10/2019;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;1000m;500m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;4;0;Caixabank;;NO-STANDARD;ICP
EXTMTP;Internet;ALL;30/06/2020;SQUAD 4;icp01-pre;pre;cxb-extmtp-pre;EXTMTP;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank Payments Internacional;;NO-STANDARD;ICP
EXTMTP;Internet;ALL;30/06/2020;SQUAD 4;icp02-pre;pre;cxb-extmtp-pre;EXTMTP;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank Payments Internacional;;NO-STANDARD;ICP
EXTMTP;Internet;ALL;30/06/2020;SQUAD 4;icp01-pro;pro;cxb-extmtp-pro;EXTMTP;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank Payments Internacional;;NO-STANDARD;ICP
EXTMTP;Internet;ALL;30/06/2020;SQUAD 4;icp02-pro;pro;cxb-extmtp-pro;EXTMTP;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank Payments Internacional;;NO-STANDARD;ICP
EXTSOE;Internet;ALL;06/04/2020;SQUAD 4;icp01-pre;pre;cxb-extsoe-pre;EXTSOE;INTERNET;AA;AZ1;27/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;36;1;38;0;54;27;59;0;Caixabank;;NO-STANDARD;ICP
EXTSOE;Internet;ALL;06/04/2020;SQUAD 4;icp02-pre;pre;cxb-extsoe-pre;EXTSOE;INTERNET;AA;AZ1;27/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;36;1;38;0;54;27;59;0;Caixabank;;NO-STANDARD;ICP
EXTSOE;Internet;ALL;06/04/2020;SQUAD 4;icp01-pro;pro;cxb-extsoe-pro;EXTSOE;INTERNET;AA;AZ1;27/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;36;1;38;0;54;27;59;0;Caixabank;;NO-STANDARD;ICP
EXTSOE;Internet;ALL;06/04/2020;SQUAD 4;icp02-pro;pro;cxb-extsoe-pro;EXTSOE;INTERNET;AA;AZ1;27/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;36;1;38;0;54;27;59;0;Caixabank;;NO-STANDARD;ICP
EXTTAX;Internet;ALL;18/06/2020;SQUAD 4;icp01-pre;pre;cxb-exttax-pre;EXTTAX;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;6;3;0;Caixabank;;NO-STANDARD;ICP
EXTTAX;Internet;ALL;18/06/2020;SQUAD 4;icp02-pre;pre;cxb-exttax-pre;EXTTAX;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;6;3;0;Caixabank;;NO-STANDARD;ICP
EXTTAX;Internet;ALL;18/06/2020;SQUAD 4;icp01-pro;pro;cxb-exttax-pro;EXTTAX;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;6;3;0;Caixabank;;NO-STANDARD;ICP
EXTTAX;Internet;ALL;18/06/2020;SQUAD 4;icp02-pro;pro;cxb-exttax-pro;EXTTAX;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;6;3;0;Caixabank;;NO-STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp01-pre;pre;cxb-favedg-pre;FRONTEND;INTRANET;AA;AZ2;25/01/2021;Static;nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp02-pre;pre;cxb-favedg-pre;FRONTEND;INTRANET;AA;AZ2;25/01/2021;Static;nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp01-pro;pro;cxb-favedg-pro;FRONTEND;INTRANET;AA;AZ2;25/01/2021;Static;nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;2;0;3;0;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp02-pro;pro;cxb-favedg-pro;FRONTEND;INTRANET;AA;AZ2;25/01/2021;Static;nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;2;0;3;0;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp01-pre;dev;cxb-favedg-dev;FRONTEND;INTRANET;AA;AZ2;25/01/2021;Static;nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp02-pre;dev;cxb-favedg-dev;FRONTEND;INTRANET;AA;AZ2;25/01/2021;Static;nginx-1.14;nginx-14;500m;250m;100Mi;50Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp01-pre;pre;cxb-favedg-pre;BACKEND;INTRANET;AA;AZ2;25/01/2021;Docker;Docker;Docker;500m;250m;512Mi;256Mi;0Gi;1;CAAS;1;0;1;0;0;0;0;22;30;63;2;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp02-pre;pre;cxb-favedg-pre;BACKEND;INTRANET;AA;AZ2;25/01/2021;Docker;Docker;Docker;500m;250m;512Mi;256Mi;0Gi;1;CAAS;1;0;1;0;0;0;0;22;30;63;2;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp01-pro;pro;cxb-favedg-pro;BACKEND;INTRANET;AA;AZ2;25/01/2021;Docker;Docker;Docker;500m;250m;512Mi;256Mi;0Gi;1;CAAS;0;0;0;0;0;0;0;22;30;63;2;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp02-pro;pro;cxb-favedg-pro;BACKEND;INTRANET;AA;AZ2;25/01/2021;Docker;Docker;Docker;500m;250m;512Mi;256Mi;0Gi;1;CAAS;0;0;0;0;0;0;0;22;30;63;2;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp01-pre;dev;cxb-favedg-dev;BACKEND;INTRANET;AA;AZ2;25/01/2021;Docker;Docker;Docker;500m;250m;512Mi;256Mi;0Gi;1;CAAS;1;0;1;0;0;0;0;22;30;63;2;SILK Aplicaciones;;STANDARD;ICP
FAVEDG;Intranet;ALL;14/03/2021;SQUAD 4;icp02-pre;dev;cxb-favedg-dev;BACKEND;INTRANET;AA;AZ2;25/01/2021;Docker;Docker;Docker;500m;250m;512Mi;256Mi;0Gi;1;CAAS;1;0;1;0;0;0;0;22;30;63;2;SILK Aplicaciones;;STANDARD;ICP
FDBCLO;Intranet;ALL;28/01/2020;SQUAD 4;icp01-pre;pre;cxb-fdbclo-pre;FDBCLO;INTRANET;AA;AZ1;09/01/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;2000m;150m;768Mi;768Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
FDBCLO;Intranet;ALL;28/01/2020;SQUAD 4;icp02-pre;pre;cxb-fdbclo-pre;FDBCLO;INTRANET;AA;AZ1;09/01/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;2000m;150m;768Mi;768Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
FDBCLO;Intranet;ALL;28/01/2020;SQUAD 4;icp01-pro;pro;cxb-fdbclo-pro;FDBCLO;INTRANET;AA;AZ1;09/01/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;2000m;768m;768Mi;768Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
FDBCLO;Intranet;ALL;28/01/2020;SQUAD 4;icp02-pro;pro;cxb-fdbclo-pro;FDBCLO;INTRANET;AA;AZ1;09/01/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;2000m;768m;768Mi;768Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp01-pre;pre;cxb-filwpc-pre;FILMID;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;1;1;0;0;0;0;2;1;2;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp02-pre;pre;cxb-filwpc-pre;FILMID;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;1;2;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp01-pro;pro;cxb-filwpc-pro;FILMID;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;500m;250m;768Mi;246Mi;0Gi;2;PAAS;1;1;2;0;0;0;0;2;1;2;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp02-pro;pro;cxb-filwpc-pro;FILMID;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;500m;250m;768Mi;246Mi;0Gi;2;PAAS;1;0;2;0;0;0;0;2;1;2;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp01-pre;pre;cxb-filwpc-pre;FILSTA;INTERNET;AA;AZ1;21/07/2020;Static;nginx-1.14;nginx-14;250m;125m;100Mi;50Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;4;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp02-pre;pre;cxb-filwpc-pre;FILSTA;INTERNET;AA;AZ1;21/07/2020;Static;nginx-1.14;nginx-14;250m;125m;100Mi;50Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;4;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp01-pro;pro;cxb-filwpc-pro;FILSTA;INTERNET;AA;AZ1;21/07/2020;Static;nginx-1.14;nginx-14;250m;125m;100Mi;50Mi;0Gi;2;PAAS;1;0;2;0;0;0;0;2;0;4;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp02-pro;pro;cxb-filwpc-pro;FILSTA;INTERNET;AA;AZ1;21/07/2020;Static;nginx-1.14;nginx-14;250m;125m;100Mi;50Mi;0Gi;2;PAAS;1;0;2;0;0;0;0;2;0;4;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp01-pre;pre;cxb-filwpc-pre;FILWPC;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;800m;400m;800Mi;400Mi;0Gi;1;PAAS;1;1;1;2;0;3;0;4;2;11;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp02-pre;pre;cxb-filwpc-pre;FILWPC;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;800m;400m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;2;0;3;0;4;2;11;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp01-pro;pro;cxb-filwpc-pro;FILWPC;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;800m;400m;800Mi;400Mi;0Gi;1;PAAS;1;1;1;2;0;3;0;4;2;11;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FILWPC;Internet;ALL;26/01/2021;SQUAD 1;icp02-pro;pro;cxb-filwpc-pro;FILWPC;INTERNET;AA;AZ1;21/07/2020;PHP;php-7.2;php-7-2;800m;400m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;2;0;3;0;4;2;11;0;SILK ? CdC Portales;;NO-STANDARD;ICP
FLXCLD;Intranet;ALL;29/09/2021;SQUAD 4;icp01-pre;tst;cxb-flxcld-tst;FLXCLD;INTRANET;AA;AZ1;19/08/2021;Python;python-3.8;python-3-8;1000m;500m;1024Mi;512Mi;0Gi;1;PAAS;1;0;1;1;0;2;0;19;0;21;0;Caixabank;;STANDARD;ICP
FLXCLD;Intranet;ALL;29/09/2021;SQUAD 4;icp02-pre;tst;cxb-flxcld-tst;FLXCLD;INTRANET;AA;AZ1;19/08/2021;Python;python-3.8;python-3-8;1000m;500m;1024Mi;512Mi;0Gi;1;PAAS;1;0;1;1;0;2;0;19;0;21;0;Caixabank;;STANDARD;ICP
FLXCLD;Intranet;ALL;29/09/2021;SQUAD 4;icp01-pre;pre;cxb-flxcld-pre;FLXCLD;INTRANET;AA;AZ1;19/08/2021;Python;python-3.8;python-3-8;1000m;500m;1024Mi;512Mi;0Gi;1;PAAS;0;0;0;1;0;2;0;19;0;21;0;Caixabank;;STANDARD;ICP
FLXCLD;Intranet;ALL;29/09/2021;SQUAD 4;icp02-pre;pre;cxb-flxcld-pre;FLXCLD;INTRANET;AA;AZ1;19/08/2021;Python;python-3.8;python-3-8;1000m;500m;1024Mi;512Mi;0Gi;1;PAAS;0;0;0;1;0;2;0;19;0;21;0;Caixabank;;STANDARD;ICP
FLXCLD;Intranet;ALL;29/09/2021;SQUAD 4;icp01-pro;pro;cxb-flxcld-pro;FLXCLD;INTRANET;AA;AZ1;19/08/2021;Python;python-3.8;python-3-8;1000m;500m;1024Mi;512Mi;0Gi;1;PAAS;0;0;0;1;0;2;0;19;0;21;0;Caixabank;;STANDARD;ICP
FLXCLD;Intranet;ALL;29/09/2021;SQUAD 4;icp02-pro;pro;cxb-flxcld-pro;FLXCLD;INTRANET;AA;AZ1;19/08/2021;Python;python-3.8;python-3-8;1000m;500m;1024Mi;512Mi;0Gi;1;PAAS;0;0;0;1;0;2;0;19;0;21;0;Caixabank;;STANDARD;ICP
FNCORP;Intranet;ALL;29/09/2020;SQUAD 4;icp01-pre;pre;cxb-fncorp-pre;FNCORP;INTRANET;AA;AZ1;14/01/2020;Java;java-appcloud-multipom-1.7;javaweb-1-7;1600m;800m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;1;0;Caixabank;;STANDARD;ICP
FNCORP;Intranet;ALL;29/09/2020;SQUAD 4;icp02-pre;pre;cxb-fncorp-pre;FNCORP;INTRANET;AA;AZ1;14/01/2020;Java;java-appcloud-multipom-1.7;javaweb-1-7;1600m;800m;768Mi;384Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;1;0;Caixabank;;STANDARD;ICP
FNCORP;Intranet;ALL;29/09/2020;SQUAD 4;icp01-pro;pro;cxb-fncorp-pro;FNCORP;INTRANET;AA;AZ1;14/01/2020;Java;java-appcloud-multipom-1.7;javaweb-1-7;1600m;800m;768Mi;384Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;1;0;1;0;Caixabank;;STANDARD;ICP
FNCORP;Intranet;ALL;29/09/2020;SQUAD 4;icp02-pro;pro;cxb-fncorp-pro;FNCORP;INTRANET;AA;AZ1;14/01/2020;Java;java-appcloud-multipom-1.7;javaweb-1-7;1600m;800m;768Mi;384Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;1;0;1;0;Caixabank;;STANDARD;ICP
FONDO2;Intranet;ALL;19/07/2020;SQUAD 4;icp01-pre;tst;cxb-fondo2-tst;FONDO2;INTRANET;AA;AZ1;08/06/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;37;6;49;0;82;58;110;0;Caixabank;;STANDARD;ICP
FONDO2;Intranet;ALL;19/07/2020;SQUAD 4;icp02-pre;tst;cxb-fondo2-tst;FONDO2;INTRANET;AA;AZ1;08/06/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;37;6;49;0;82;58;110;0;Caixabank;;STANDARD;ICP
FONDO2;Intranet;ALL;19/07/2020;SQUAD 4;icp01-pre;pre;cxb-fondo2-pre;FONDO2;INTRANET;AA;AZ1;08/06/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;37;6;49;0;82;58;110;0;Caixabank;;STANDARD;ICP
FONDO2;Intranet;ALL;19/07/2020;SQUAD 4;icp02-pre;pre;cxb-fondo2-pre;FONDO2;INTRANET;AA;AZ1;08/06/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;37;6;49;0;82;58;110;0;Caixabank;;STANDARD;ICP
FONDO2;Intranet;ALL;19/07/2020;SQUAD 4;icp01-pro;pro;cxb-fondo2-pro;FONDO2;INTRANET;AA;AZ1;08/06/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;37;6;49;0;82;58;110;0;Caixabank;;STANDARD;ICP
FONDO2;Intranet;ALL;19/07/2020;SQUAD 4;icp02-pro;pro;cxb-fondo2-pro;FONDO2;INTRANET;AA;AZ1;08/06/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;37;6;49;0;82;58;110;0;Caixabank;;STANDARD;ICP
FONDOS;Internet;ALL;15/06/2020;SQUAD 4;icp01-pre;pre;cxb-fondos-pre;FONDOS;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;2;0;Caixabank;;NO-STANDARD;ICP
FONDOS;Internet;ALL;15/06/2020;SQUAD 4;icp02-pre;pre;cxb-fondos-pre;FONDOS;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;2;0;Caixabank;;NO-STANDARD;ICP
FONDOS;Internet;ALL;15/06/2020;SQUAD 4;icp01-pro;pro;cxb-fondos-pro;FONDOS;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;1;0;2;0;Caixabank;;NO-STANDARD;ICP
FONDOS;Internet;ALL;15/06/2020;SQUAD 4;icp02-pro;pro;cxb-fondos-pro;FONDOS;INTERNET;AA;AZ1;17/03/2020;AbsisCloud;java-absiscloud-1.7;absiscloud-1-7;300m;150m;800Mi;400Mi;0Gi;1;PAAS;0;0;0;0;0;0;0;1;0;2;0;Caixabank;;NO-STANDARD;ICP
FORARQ;Intranet;ALL;15/01/2020;SQUAD 4;icp01-pre;pre;cxb-forarq-pre;FORARQ;INTRANET;AA;AZ1;25/10/2019;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;2;0;Caixabank;;STANDARD;ICP
FORARQ;Intranet;ALL;15/01/2020;SQUAD 4;icp02-pre;pre;cxb-forarq-pre;FORARQ;INTRANET;AA;AZ1;25/10/2019;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;2;0;Caixabank;;STANDARD;ICP
FORARQ;Intranet;ALL;15/01/2020;SQUAD 4;icp01-pro;pro;cxb-forarq-pro;FORARQ;INTRANET;AA;AZ1;25/10/2019;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;2;0;Caixabank;;STANDARD;ICP
FORARQ;Intranet;ALL;15/01/2020;SQUAD 4;icp02-pro;pro;cxb-forarq-pro;FORARQ;INTRANET;AA;AZ1;25/10/2019;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;1;0;2;0;Caixabank;;STANDARD;ICP
FORCDS;Intranet;ALL;16/04/2020;SQUAD 4;icp01-pre;pre;cxb-forcds-pre;FORCDS;INTRANET;AA;AZ1;19/02/2020;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
FORCDS;Intranet;ALL;16/04/2020;SQUAD 4;icp02-pre;pre;cxb-forcds-pre;FORCDS;INTRANET;AA;AZ1;19/02/2020;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
FORCDS;Intranet;ALL;16/04/2020;SQUAD 4;icp01-pro;pro;cxb-forcds-pro;FORCDS;INTRANET;AA;AZ1;19/02/2020;PHP;php-5.6;php-5-6;500m;250m;512Mi;256Mi;0Gi;1;PAAS;1;0;1;0;0;0;0;2;0;3;0;Caixabank;;STANDARD;ICP
